Date,Symbol,Company Name,Sector,Sub-Industry,Founded,Previous Close,New Close,Change (%)
2024-05-07,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,25.21,21.4,-15.11
2024-08-06,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,24.09,26.59,10.38
2024-08-08,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,26.32,29.28,11.25
2024-09-09,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,30.33,34.6,14.08
2024-11-05,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,41.41,51.13,23.47
2024-11-15,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,59.18,65.77,11.14
2025-02-04,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,83.74,103.83,23.99
2025-02-19,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,124.62,112.06,-10.08
2025-02-24,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,101.35,90.68,-10.53
2025-03-06,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,90.13,80.46,-10.73
2025-03-10,PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,2003,84.91,76.38,-10.05
2024-03-20,PARA,Paramount Global,Communication Services,Movies & Entertainment,2019 (Paramount Pictures 1912),11.19,12.51,11.8
2024-04-03,PARA,Paramount Global,Communication Services,Movies & Entertainment,2019 (Paramount Pictures 1912),11.76,13.52,14.97
2024-04-19,PARA,Paramount Global,Communication Services,Movies & Entertainment,2019 (Paramount Pictures 1912),10.97,12.44,13.4
2024-05-02,PARA,Paramount Global,Communication Services,Movies & Entertainment,2019 (Paramount Pictures 1912),12.26,13.86,13.05
2024-08-08,PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,1917,512.5,568.08,10.84
2024-05-02,PAYC,Paycom,Industrials,Human Resource & Employment Services,1998,186.24,166.72,-10.48
2024-10-31,PAYC,Paycom,Industrials,Human Resource & Employment Services,1998,172.25,209.03,21.35
2024-12-18,PAYC,Paycom,Industrials,Human Resource & Employment Services,1998,232.97,209.49,-10.08
2025-02-04,PYPL,PayPal,Financials,Transaction & Payment Processing Services,1998,89.51,77.72,-13.17
2025-01-10,PCG,PG&E Corporation,Utilities,Multi-Utilities,1905,19.25,17.17,-10.81
2024-10-22,PM,Philip Morris International,Consumer Staples,Tobacco,2008 (1847),118.96,131.41,10.47
2025-02-06,PM,Philip Morris International,Consumer Staples,Tobacco,2008 (1847),130.98,145.32,10.95
2024-07-25,POOL,Pool Corporation,Consumer Discretionary,Distributors,1993,327.19,359.94,10.01
2025-01-27,PWR,Quanta Services,Industrials,Construction & Engineering,1997,358.03,292.43,-18.32
2024-11-06,RF,Regions Financial Corporation,Financials,Regional Banks,1971,23.62,26.31,11.39
2024-04-26,RMD,ResMed,Health Care,Health Care Equipment,1989,183.42,218.06,18.89
2024-06-24,RMD,ResMed,Health Care,Health Care Equipment,1989,205.83,182.2,-11.48
2025-02-10,ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,1903,268.4,302.34,12.65
2025-01-28,RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1997,236.82,265.25,12.0
2024-05-30,CRM,Salesforce,Information Technology,Application Software,1999,271.62,218.01,-19.74
2024-12-04,CRM,Salesforce,Information Technology,Application Software,1999,331.43,367.87,10.99
2025-02-25,SRE,Sempra,Utilities,Multi-Utilities,1998,87.18,70.64,-18.97
2024-05-30,NOW,ServiceNow,Information Technology,Systems Software,2003,731.12,643.29,-12.01
2024-07-25,NOW,ServiceNow,Information Technology,Systems Software,2003,730.87,828.79,13.4
2025-01-30,NOW,ServiceNow,Information Technology,Systems Software,2003,1143.63,1012.75,-11.44
2024-05-01,SWKS,Skyworks Solutions,Information Technology,Semiconductors,2002,106.59,90.3,-15.28
2025-02-06,SWKS,Skyworks Solutions,Information Technology,Semiconductors,2002,87.08,65.6,-24.67
2024-10-30,SW,Smurfit WestRock,Materials,Paper & Plastic Packaging Products & Materials,1934,44.71,50.07,11.99
2024-05-01,SBUX,Starbucks,Consumer Discretionary,Restaurants,1971,88.49,74.44,-15.88
2024-08-13,SBUX,Starbucks,Consumer Discretionary,Restaurants,1971,77.03,95.9,24.5
2024-11-06,STLD,Steel Dynamics,Materials,Steel,1993,135.65,154.32,13.76
2024-04-16,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,88.28,97.63,10.6
2024-04-19,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,92.85,71.36,-23.14
2024-05-01,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,85.88,73.83,-14.03
2024-05-15,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,82.24,95.24,15.81
2024-06-13,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,77.47,87.11,12.44
2024-08-07,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,61.69,49.27,-20.14
2024-08-28,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,54.76,44.35,-19.02
2024-09-26,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,45.81,40.24,-12.17
2024-10-07,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,41.23,47.74,15.79
2024-10-30,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,49.12,33.07,-32.68
2024-10-31,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,33.07,29.11,-11.97
2024-11-01,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,29.11,26.05,-10.51
2024-11-06,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,27.7,22.7,-18.05
2024-11-07,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,22.7,25.48,12.25
2024-11-14,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,20.33,18.01,-11.41
2024-11-18,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,18.58,21.54,15.93
2024-11-19,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,21.54,28.27,31.24
2024-11-21,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,25.8,29.7,15.12
2024-11-22,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,29.7,33.15,11.62
2024-11-25,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,33.15,38.41,15.87
2024-11-26,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,38.41,34.43,-10.36
2024-12-02,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,32.64,42.0,28.68
2025-01-03,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,30.05,33.33,10.92
2025-01-27,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,33.27,29.07,-12.62
2025-02-10,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,36.28,42.65,17.56
2025-02-14,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,42.28,47.91,13.32
2025-02-18,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,47.91,55.8,16.47
2025-02-25,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,51.61,45.54,-11.76
2025-02-26,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,45.54,51.11,12.23
2025-02-27,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,51.11,42.95,-15.97
2025-03-03,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,41.46,36.07,-13.0
2025-03-11,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1993,36.9,40.84,10.68
2024-11-06,SYF,Synchrony Financial,Financials,Consumer Finance,2003,56.82,67.51,18.81
2024-12-05,SNPS,Synopsys,Information Technology,Application Software,1986,588.0,515.29,-12.37
2025-02-07,TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,1993,183.08,208.77,14.03
2024-10-25,TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2017,44.47,50.49,13.54
2024-11-14,TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2017,51.26,57.82,12.8
2025-02-06,TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2017,73.38,82.2,12.02
2024-08-21,TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,1902,144.33,159.25,10.34
2024-11-20,TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,1902,156.0,121.72,-21.97
2024-04-24,TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,1960,407.06,362.5,-10.95
2024-10-31,TFX,Teleflex,Health Care,Health Care Equipment,1943,235.22,201.06,-14.52
2025-02-27,TFX,Teleflex,Health Care,Health Care Equipment,1943,177.63,139.11,-21.69
2024-07-25,TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,1960,143.54,124.34,-13.38
2024-10-24,TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,1960,124.43,110.72,-11.02
2025-03-11,TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,1960,104.97,87.07,-17.05
2024-04-24,TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,2003,144.68,162.13,12.06
2024-04-29,TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,2003,168.29,194.05,15.31
2024-07-02,TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,2003,209.86,231.26,10.2
2024-07-24,TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,2003,246.38,215.99,-12.33
2024-10-24,TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,2003,213.65,260.48,21.92
2024-11-06,TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,2003,251.44,288.53,14.75
2025-03-10,TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,2003,262.67,222.15,-15.43
2024-06-10,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,1888,582.07,723.28,24.26
2024-11-22,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,1888,1515.53,1730.0,14.15
2024-12-04,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,1888,1569.93,1387.92,-11.59
2024-11-06,TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,1978,61.62,72.64,17.88
2024-11-06,TFC,Truist Financial,Financials,Diversified Banks,1872,42.32,47.0,11.06
2024-08-06,UBER,Uber,Industrials,Passenger Ground Transportation,2009,58.48,64.87,10.93
2024-10-11,UBER,Uber,Industrials,Passenger Ground Transportation,2009,77.92,86.34,10.81
2024-04-03,ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,1990,519.68,439.98,-15.34
2024-08-15,ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,1990,329.05,365.8,11.17
2025-03-14,ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,1990,314.47,357.48,13.68
2024-04-17,UAL,United Airlines Holdings,Industrials,Passenger Airlines,1967,41.5,48.74,17.45
2024-10-16,UAL,United Airlines Holdings,Industrials,Passenger Airlines,1967,64.05,72.02,12.44
2024-07-23,UPS,United Parcel Service,Industrials,Air Freight & Logistics,1907,145.18,127.68,-12.05
2025-01-30,UPS,United Parcel Service,Industrials,Air Freight & Logistics,1907,133.78,114.9,-14.11
2024-11-06,URI,United Rentals,Industrials,Trading Companies & Distributors,1997,798.0,880.32,10.32
2024-07-25,UHS,Universal Health Services,Health Care,Health Care Facilities,1979,185.97,204.99,10.23
2024-12-19,VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,1989,447.5,396.64,-11.37
2024-11-07,VTRS,Viatris,Health Care,Pharmaceuticals,1961,11.61,13.18,13.52
2025-02-27,VTRS,Viatris,Health Care,Pharmaceuticals,1961,11.24,9.53,-15.21
2024-07-17,VST,Vistra Corp.,Utilities,Electric Utilities,2016,85.87,76.2,-11.26
2024-07-31,VST,Vistra Corp.,Utilities,Electric Utilities,2016,69.0,79.22,14.81
2024-09-03,VST,Vistra Corp.,Utilities,Electric Utilities,2016,85.43,75.74,-11.34
2024-09-20,VST,Vistra Corp.,Utilities,Electric Utilities,2016,92.74,107.88,16.33
2025-01-27,VST,Vistra Corp.,Utilities,Electric Utilities,2016,191.11,137.08,-28.27
2025-01-30,VST,Vistra Corp.,Utilities,Electric Utilities,2016,155.21,176.3,13.59
2025-02-27,VST,Vistra Corp.,Utilities,Electric Utilities,2016,148.19,130.01,-12.27
2024-04-24,WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,1999 (1869),148.48,163.38,10.04
2024-06-27,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,2014,15.66,12.19,-22.16
2024-10-15,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,2014,9.0,10.42,15.78
2024-12-10,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,2014,8.85,10.42,17.74
2025-01-10,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,2014,9.22,11.76,27.55
2025-01-31,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,2014,11.46,10.28,-10.3
2025-02-18,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,2014,9.7,11.06,14.02
2024-09-12,WBD,Warner Bros. Discovery,Communication Services,Broadcasting,2022 (Warner Bros. 1923),6.94,7.66,10.37
2024-09-13,WBD,Warner Bros. Discovery,Communication Services,Broadcasting,2022 (Warner Bros. 1923),7.66,8.49,10.84
2024-11-07,WBD,Warner Bros. Discovery,Communication Services,Broadcasting,2022 (Warner Bros. 1923),8.38,9.37,11.81
2024-12-12,WBD,Warner Bros. Discovery,Communication Services,Broadcasting,2022 (Warner Bros. 1923),10.82,12.49,15.43
2024-11-01,WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,1958,323.11,387.21,19.84
2024-11-06,WFC,Wells Fargo,Financials,Diversified Banks,1852,64.07,72.47,13.11
2024-07-25,WST,West Pharmaceutical Services,Health Care,Health Care Supplies,1923,323.77,277.16,-14.4
2024-10-24,WST,West Pharmaceutical Services,Health Care,Health Care Supplies,1923,286.44,330.65,15.43
2025-02-13,WST,West Pharmaceutical Services,Health Care,Health Care Supplies,1923,322.28,199.11,-38.22
2024-05-24,WDAY,"Workday, Inc.",Information Technology,Application Software,2005,260.9,220.91,-15.33
2024-08-23,WDAY,"Workday, Inc.",Information Technology,Application Software,2005,231.08,259.95,12.49
2025-02-14,WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,2002,80.47,88.82,10.38
